topic_title	screen_name	epoch	text	link
MB133	REUTERS	2013-02-10 22:44:33+00:00	Five crew killed in Canaries cruise ship safety drill	http://www.reuters.com/article/2013/02/10/us-spain-cruise-idUSBRE91907J20130210
MB133	REUTERS	2013-03-13 10:51:54+00:00	Carnival puts cruise fleet under microscope after ship fire	http://www.reuters.com/article/2013/03/13/uk-usa-cruise-idUSLNE92C00F20130313
MB133	USATODAY	2013-02-06 15:38:14+00:00	Are cruise ships ruining historic ports?	http://www.usatoday.com/story/travel/cruises/2013/02/06/charleston-cruise-ship-historic-ports/1895763/
MB133	BBC	2013-02-10 22:36:33+00:00	Cruise ship accident: 'Question mark over lifeboat safety'	http://www.bbc.co.uk/news/world-europe-21406512
MB133	AP	2013-02-19 05:00:00+00:00	No central agency oversees, inspects cruise ships	http://bigstory.ap.org/article/no-central-agency-oversees-inspects-cruise-ships-0
MB133	BBC	2013-02-10 22:36:33+00:00	Cruise ship accident: 'Question mark over lifeboat safety'	http://www.bbc.com/news/world-europe-21406512
MB133	REUTERS	2013-02-10 16:27:08+00:00	RPT-Five crew killed in cruise ship safety drill	http://www.reuters.com/article/2013/02/10/spain-cruise-idUSL5N0BA3CY20130210
MB133	AP	2013-02-18 05:00:00+00:00	Coast Guard: Cause of cruise ship fire was a leak	http://bigstory.ap.org/article/coast-guard-cause-cruise-ship-fire-was-leak
MB133	USATODAY	2013-02-28 03:23:19+00:00	Cruise industry outgrows scrutiny: Our view	http://www.usatoday.com/story/opinion/2013/02/27/cruise-ships-carnival-triumph/1952837/
MB133	USATODAY	2013-02-18 01:25:00+00:00	TRAVEL Will passengers abandon cruise ships?	http://www.usatoday.com/MONEY/usaedition/2013-02-18-Carnival-Triumph-falloutUSABrd2_ST_U.htm
MB134	BBC	2013-02-25 13:52:49+00:00	TV stars pay tribute to Blandings pig actor The Empress ...	http://www.bbc.co.uk/news/uk-northern-ireland-21571581
MB134	USATODAY	2013-02-20 18:27:03+00:00	'The Hobbit' leads Saturn Awards with nine nominations	http://www.usatoday.com/story/life/movies/2013/02/20/the-hobbit-saturn-awards-movie-tv-nominations/1933067/
MB134	BBC	2013-03-22 01:28:54+00:00	BBC TV Centre: Goodbye to the 'dream factory'	http://www.bbc.co.uk/news/entertainment-arts-21828033
PARSE_ERROR	BBC	BBC One - Penguins - Spy in the Huddle	http://www.bbc.co.uk/programmes/p01460gm
MB134	BBC	2013-02-25 13:52:49+00:00	TV stars pay tribute to Blandings pig actor The Empress ...	http://www.bbc.com/news/uk-northern-ireland-21571581
PARSE_ERROR	BBC	BBC - Blogs - TV blog - When Albums Ruled The World: The LP's ...	http://www.bbc.co.uk/blogs/tv/posts/When-Albums-Ruled-The-World
PARSE_ERROR	BBC	BBC - Blogs - About the BBC - BBC Studios at Television Centre ...	http://www.bbc.co.uk/blogs/aboutthebbc/posts/BBC-Studios-at-Television-Centre-from-2015
PARSE_ERROR	BBC	BBC - Blogs - TV blog - Chivalry And Betrayal: The Hundred Years ...	http://www.bbc.co.uk/blogs/tv/posts/The-Hundred-Years-War?comments_page=3
PARSE_ERROR	BBC	BBC - Blogs - About the BBC - Iraq 10 years on	http://www.bbc.co.uk/blogs/aboutthebbc/posts/Iraq-10-years-on
MB136	USATODAY	2013-03-17 19:38:47+00:00	Has A&E gone psycho with 'Bates Motel'?	http://www.usatoday.com/story/life/tv/2013/03/17/bianco-review-bates-motel-march-19/1991099/
PARSE_ERROR	BBC	BBC Radio 4 - Today, 26/03/2013, Savile suspect: 'Inquiry has gone ...	http://www.bbc.co.uk/programmes/p016w713
MB136	BBC	2013-02-25 12:58:21+00:00	Catherine Gowing's sister: 'Her light is gone'	http://www.bbc.co.uk/news/uk-21577145
MB136	AP	2013-02-05 05:00:00+00:00	Headaches gone, Bright aims for 3 events in Sochi	http://summergames.ap.org/herald-review/article/headaches-gone-bright-aims-3-events-sochi
MB137	USATODAY	2013-02-04 16:49:09+00:00	Beyonce did not cause Superdome's Super Bowl blackout	http://www.usatoday.com/story/sports/nfl/2013/02/04/super-bowl-superdome-blackout-beyonce/1890419/
MB137	AP	2013-02-04 05:00:00+00:00	NFL: Beyonce not the cause of Super Bowl blackout	http://bigstory.ap.org/article/following-super-bowl-beyonce-announces-world-tour
MB137	USATODAY	2013-02-04 22:33:50+00:00	'Blackout Bowl' cause remains unclear	http://www.usatoday.com/media/cinematic/video/1891551/
MB138	REUTERS	2013-03-11 23:17:14+00:00	Judge blocks New York City large-soda ban, Mayor Bloomberg vows fight	http://www.reuters.com/article/2013/03/11/us-sodaban-lawsuit-idUSBRE92A0YR20130311
MB138	BBC	2013-03-11 22:45:10+00:00	New York City large-soda ban blocked by judge	http://www.bbc.com/news/world-us-canada-21747568
MB138	BBC	2013-03-11 22:45:10+00:00	New York City large-soda ban blocked by judge	http://www.bbc.co.uk/news/world-us-canada-21747568
MB138	REUTERS	2013-03-13 23:07:31+00:00	New York City's appeal of soda ban ruling to be heard in June	http://www.reuters.com/article/2013/03/13/us-sodaban-lawsuit-appeal-idUSBRE92C1GF20130313
MB138	REUTERS	2013-03-11 22:13:32+00:00	New York City mayor says confident will win appeal on soda ban	http://www.reuters.com/article/2013/03/11/us-sodaban-lawsuit-bloomberg-idUSBRE92A13A20130311
MB138	BBC	2013-03-11 22:29:52+00:00	New York mayor to appeal against large-soda ban court block	http://www.bbc.com/news/world-us-canada-21750048
MB138	REUTERS	2013-03-13 23:07:31+00:00	New York City's appeal of soda ban ruling to be heard in June ...	http://uk.reuters.com/article/2013/03/13/us-sodaban-lawsuit-appeal-idUKBRE92C1GF20130313
MB140	BBC	2013-02-05 22:37:30+00:00	York fights Leicester for right to Richard III remains	http://www.bbc.co.uk/news/uk-england-21336248
MB140	REUTERS	2013-02-04 00:00:00+00:00	After 500 years, Richard III's bones yield their secret ...	http://uk.reuters.com/video/2013/02/04/after-500-years-richard-iiis-bones-yield?videoId=240934685
MB140	REUTERS	2013-02-04 00:00:00+00:00	After 500 years, Richard III's bones yield their secret	http://www.reuters.com/video/2013/02/04/after-500-years-richard-iiis-bones-yield?videoId=240934685
MB141	USATODAY	2013-03-23 11:03:23+00:00	Don't ask Ashton Kutcher about Mila Kunis	http://www.usatoday.com/story/life/people/2013/03/23/ashton-kutcher-romance-private/2012549/
MB141	AP	2013-02-28 05:00:00+00:00	Mila Kunis - The Big Story - Associated Press	http://bigstory.ap.org/photo/mila-kunis
MB141	PARSE_ERROR	USATODAY	Mila Kunis - Tag Story Index - USATODAY.com	http://content.usatoday.com/community/tags/topic.aspx?req=tag&pg=2&tag=Mila%20Kunis
MB142	REUTERS	2013-03-24 13:37:43+00:00	Kerry tells Iraq's Maliki Iranian overflights to Syria problematic	http://www.reuters.com/article/2013/03/24/us-iraq-kerry-idUSBRE92N09P20130324
MB142	REUTERS	2013-03-14 18:02:51+00:00	Israel sees 50,000 Syrian fighters backed by Iranian	http://www.reuters.com/article/2013/03/14/us-syria-iran-israel-idUSBRE92D0ZR20130314
MB142	REUTERS	2013-02-14 16:27:29+00:00	Arabs rap Iranian call for atom talks to take in Bahrain,Syria	http://www.reuters.com/article/2013/02/14/us-iran-nuclear-gcc-idUSBRE91D0ZE20130214
MB142	REUTERS	2013-02-02 20:35:24+00:00	Yemen says intercepted ship carrying weapons was Iranian	http://www.reuters.com/article/2013/02/02/yemen-iran-arms-idUSL5N0B22GC20130202
MB142	REUTERS	2013-03-11 19:05:27+00:00	Pakistan starts work on Iranian gas line opposed by U.S.	http://www.reuters.com/article/comments/idUSBRE92A09X20130311
MB142	REUTERS	2013-02-06 22:22:34+00:00	U.S. sanctions Iranian broadcasters, locks up oil revenues	http://uk.reuters.com/article/2013/02/06/us-usa-iran-broadcasters-idUSBRE9150VE20130206
MB142	REUTERS	2013-02-21 16:14:41+00:00	Analysis: Power struggle, not nuclear deal, priority for Iranian elite	http://www.reuters.com/article/2013/02/21/us-iran-nuclear-politics-idUSBRE91K0TA20130221
MB142	REUTERS	2013-03-04 18:07:41+00:00	Trafigura says supplied Iranian firm linked by EU to atomic work ...	http://uk.reuters.com/article/2013/03/04/iran-sanctions-trafigura-idUKL6N0BWK8Q20130304
MB143	AP	2013-03-05 05:00:00+00:00	Valcke hints Maracana is FIFA's biggest concern	http://bigstory.ap.org/article/valcke-hints-maracana-fifas-biggest-concern
MB145	USATODAY	2013-03-11 22:48:55+00:00	National Park Service prepares for sequester cuts	http://www.usatoday.com/story/news/nation/2013/03/11/national-parks-sequestration-cuts/1979597/
MB145	USATODAY	2013-02-21 16:21:39+00:00	National Parks could be hard hit by sequestration cuts	http://www.usatoday.com/story/news/nation/2013/02/21/sequestration-national-parks/1935679/
PARSE_ERROR	AP	National Parks Sequestration - The Big Story - Associated Press	http://bigstory.ap.org/photo/national-parks-sequestration
MB145	AP	2013-02-22 05:00:00+00:00	National park cuts detailed in memo	http://bigstory.ap.org/article/apnewsbreak-national-park-cuts-detailed-memo
MB145	AP	2013-02-22 05:00:00+00:00	Memo details cuts in operations at national parks ...	http://bigstory.ap.org/article/apnewsbreak-memo-details-cuts-operations-national-parks-expected-sequestration
MB145	BBC	2013-02-27 03:32:03+00:00	US national parks under threat : National Parks, USA	http://www.bbc.com/travel/blog/20130227-us-national-parks-under-threat
MB145	REUTERS	2013-02-20 15:01:41+00:00	New Details Emerge: How Sequestration Will Hurt Visitors To America's Top National Parks	http://www.reuters.com/article/2013/02/20/cnpsr-parks-visitors-idUSnPnDC63158+160+PRN20130220
MB145	PARSE_ERROR	USATODAY	Bill Nelson - Latest World & National News & Headlines ...	http://phxux.usatoday.com/topic/f29564b8-fbe2-47dd-b8fb-e3656339650a/bill-nelson/
MB145	PARSE_ERROR	USATODAY	Rob Andrews - Latest World & National News & Headlines ...	http://ux-origin.usatoday.com/topic/59900450-827d-4e36-bac3-d429647dd383/rob-andrews/
MB146	USATODAY	2013-03-19 20:07:31+00:00	Whole Foods GMO labeling a 'game changer'	http://www.usatoday.com/story/opinion/2013/03/19/whole-foods-labeling/2000313/
MB146	AP	2013-03-08 05:00:00+00:00	Whole Foods: Products will carry GMO labeling	http://bigstory.ap.org/article/whole-foods-products-will-carry-gmo-labeling
MB146	REUTERS	2013-03-19 15:45:18+00:00	Natural Products Association Calls for National Standard on GMO Labeling	http://www.reuters.com/article/2013/03/19/npa-gmo-labeling-idUSnPnDC79724+160+PRN20130319
MB146	REUTERS	2013-03-08 19:24:37+00:00	Whole Foods: GMO disclosure labels on all its food by 2018	http://www.reuters.com/article/2013/03/08/wholefoods-gmo-idUSL1N0C0CFF20130308
MB146	REUTERS	2013-03-12 16:29:16+00:00	Hain Celestial Supports Mandatory GMO Labeling<HAIN.O>	http://www.reuters.com/article/2013/03/12/hain-celest-gmo-label-idUSnPnNY75587+160+PRN20130312
MB146	AP	2013-03-08 05:00:00+00:00	News Summary: Whole Foods to require GMO labels	http://bigstory.ap.org/article/news-summary-whole-foods-require-gmo-labels
MB146	REUTERS	2013-03-08 17:00:04+00:00	Whole Foods Market© commits to full GMO transparency<WFM.O>	http://www.reuters.com/article/2013/03/08/ca-whole-foods-market-idUSnPnDA73547+160+PRN20130308
MB146	REUTERS	2013-02-11 13:00:14+00:00	Vitacost Launches Non-GMO Storefront<VITC.O>	http://www.reuters.com/article/2013/02/11/idUSnGNXUXDGUa+1fe+GNW20130211
MB148	BBC	2013-03-18 20:46:46+00:00	Cyprus told it can amend bailout, as key vote postponed	http://www.bbc.co.uk/news/world-europe-21827160
MB148	BBC	2013-03-19 11:05:29+00:00	Cyprus bailout: Who messed up?	http://www.bbc.co.uk/news/world-europe-21842036
MB148	AP	2013-03-24 04:00:00+00:00	Cyprus secures bailout, avoids bankruptcy	http://bigstory.ap.org/article/eu-chief-try-get-last-minute-cyprus-deal
MB148	BBC	2013-03-18 17:12:12+00:00	Cyprus bailout: British pension payments delayed	http://www.bbc.co.uk/news/uk-politics-21832594
MB148	REUTERS	2013-03-22 23:10:28+00:00	Cyprus closes in on EU bailout, U-turn on levy	http://www.reuters.com/article/2013/03/22/us-cyprus-parliament-idUSBRE92G03I20130322
MB148	AP	2013-03-22 04:00:00+00:00	Cyprus lawmakers approve key bills for bailout	http://bigstory.ap.org/article/cyprus-lawmakers-work-economy-saving-plan
MB148	USATODAY	2013-03-21 22:54:15+00:00	Cyprus rushes bailout plan, bank lines grow	http://www.usatoday.com/story/money/business/2013/03/21/cyprus-rushes-bailout-plan/2007479/
MB148	BBC	2013-03-18 21:15:19+00:00	Cyprus told it can amend bailout, as key vote postponed	http://www.bbc.co.uk/news/world-europe-21832187
MB148	BBC	2013-03-20 03:26:29+00:00	Cyprus warned over parliament's bailout rejection	http://www.bbc.co.uk/news/world-europe-21854353
MB148	REUTERS	2013-03-26 22:50:20+00:00	Cyprus readies capital controls to avert bank run	http://www.reuters.com/article/2013/03/26/us-cyprus-parliament-idUSBRE92G03I20130326
PARSE_ERROR	REUTERS	Officers & Directors	http://uk.reuters.com/business/quotes/companyOfficers?symbol=THST.OQ
MB150	BBC	2013-03-11 13:47:40+00:00	Boost for UK biotech industry	http://www.bbc.co.uk/news/business-21744654
PARSE_ERROR	REUTERS	Officers & Directors	http://uk.reuters.com/business/quotes/companyOfficers?symbol=0828.BE
MB150	BBC	2013-03-01 04:01:39+00:00	Call for UK-wide 50p per unit price	http://www.bbc.co.uk/news/health-21621144
MB150	BBC	2013-03-08 11:27:43+00:00	Coal 'still critical' to UK energy industry	http://www.bbc.com/news/business-21713968
MB150	BBC	2013-02-11 10:58:29+00:00	Michael Grade: UK film industry 'brilliant at creating ...	http://www.bbc.com/news/business-21410373
MB150	BBC	2013-03-11 13:47:40+00:00	Boost for UK biotech industry	http://www.bbc.com/news/business-21744654
MB150	BBC	2013-03-14 09:36:57+00:00	Could regenerative medicine help heal UK economy?	http://www.bbc.com/news/business-21776285
MB150	REUTERS	2013-02-15 00:00:00+00:00	UK wool returns as fashion favourite	http://www.reuters.com/video/2013/02/15/uk-wool-returns-as-fashion-favourite?videoId=241147228
MB150	REUTERS	2013-02-13 00:00:00+00:00	Loss of AAA rating "fully priced in":  UK debt chief	http://www.reuters.com/video/2013/02/13/loss-of-aaa-rating-fully-priced-in-uk-de?videoId=241093013
MB151	USATODAY	2013-02-02 16:36:45+00:00	Conservatives make gun issue new rallying cry	http://www.usatoday.com/story/news/nation/2013/02/02/conservatives-gun-rallying-cry/1885779/
MB151	REUTERS	2013-02-03 01:28:52+00:00	Chicago marchers urge Obama to come home to address gun violence	http://www.reuters.com/article/comments/idUSBRE91200X20130203
MB152	AP	2013-02-01 05:00:00+00:00	Minister: Iceland refused to help FBI on WikiLeaks	http://bigstory.ap.org/article/minister-iceland-refused-fbi-aid-over-wikileaks
MB155	AP	2013-03-20 04:00:00+00:00	Obama skeptical of Assad claim on chemical weapons	http://bigstory.ap.org/article/obama-skeptical-assad-claims-chem-weapons
MB155	USATODAY	2013-03-20 19:48:16+00:00	Obama on Syria: Chem weapons a 'game-changer'	http://www.usatoday.com/videos/news/world/2013/03/20/2003809/
MB155	REUTERS	2013-03-20 23:25:23+00:00	After Israeli backslapping, Obama faces Palestinian discontent	http://www.reuters.com/article/2013/03/20/us-israel-palestinians-obama-idUSBRE92J01X20130320
MB155	AP	2013-03-20 04:00:00+00:00	Obama, Netanyahu show solidarity on Iran	http://bigstory.ap.org/article/obama-set-plunge-roiling-mideast-waters
MB155	AP	2013-02-06 05:00:00+00:00	US: Obama regional agenda 'urgent' on Israel visit	http://bigstory.ap.org/article/us-obama-peace-agenda-urgent-israel-visit
MB155	BBC	2013-03-20 22:22:24+00:00	US and Israel talk tough on Iran during Obama visit	http://www.bbc.co.uk/news/world-middle-east-21871358
MB155	USATODAY	2013-03-14 22:59:02+00:00	Obama's Mideast visit: Difficult time, low expectations	http://www.usatoday.com/story/news/politics/2013/03/14/obama-israel-jordan-syria/1988459/
MB155	BBC	2013-03-20 17:04:15+00:00	Obama vows Israeli friendship on first visit as president	http://www.bbc.co.uk/news/world-middle-east-21854164
MB155	REUTERS	2013-03-04 23:10:45+00:00	Biden, Netanyahu set tone on Iran for Obama visit to Israel	http://www.reuters.com/article/2013/03/04/us-israel-iran-netanyahu-idUSBRE92312720130304
MB155	USATODAY	2013-03-20 08:30:13+00:00	Obama, Netanyahu united in preventing nuclear-armed Iran	http://www.usatoday.com/story/news/world/2013/03/20/obama-peace-mideast-nuclear-iran-israel-west-bank/2001931/
MB156	USATODAY	2013-02-01 22:16:13+00:00	Barney Bush passes away	http://www.usatoday.com/story/theoval/2013/02/01/george-w-bush-laura-bush-barney/1884813/
MB156	AP	2013-02-08 05:00:00+00:00	Bush family emails, photos apparently hacked	http://bigstory.ap.org/article/bush-family-emails-photos-apparently-hacked
MB156	AP	2013-02-03 05:00:00+00:00	CeeLo, Kyle Bush, others party for Super Bowl	http://bigstory.ap.org/article/ceelo-kyle-bush-others-party-super-bowl
MB157	USATODAY	2013-03-26 15:50:51+00:00	Kim Kardashian's first pair of flats: Uncomfortable!"	http://www.usatoday.com/story/life/people/2013/03/26/kim-kardashians-first-pair-of-flats-uncomfortable/2020591/
MB157	USATODAY	2013-03-27 18:04:55+00:00	Kim Kardashian assures, 'Right now I feel great'	http://www.usatoday.com/story/life/people/2013/03/27/kim-kardashian-dujour-lunch/2025293/
MB159	REUTERS	2013-02-06 11:40:08+00:00	Ellen MacArthur Foundation Launches Global Business Alliance: The Circular Economy 100	http://www.reuters.com/article/2013/02/06/idUSnPreTWK8ga+138+PRN20130206
MB159	REUTERS	2013-02-26 17:25:04+00:00	Tarkett joins the Circular Economy 100 program of the Ellen MacArthur Foundation	http://www.reuters.com/article/2013/02/26/oh-tarkett-circular-idUSnPnCL66797+160+PRN20130226
MB160	BBC	2013-02-05 09:53:26+00:00	What every parent should know about social media	http://www.bbc.co.uk/news/education-21293438
MB160	REUTERS	2013-03-21 14:46:04+00:00	HCCS Releases New Social Media Online Training Course	http://www.reuters.com/article/2013/03/21/hlthcare-social-media-idUSnPnNY80857+160+PRN20130321
MB160	REUTERS	2013-03-18 11:00:05+00:00	Angeldorm Launches Social Media College Funding Service	http://www.reuters.com/article/2013/03/18/ny-angeldorm-launch-idUSnPnNY77923+160+PRN20130318
MB160	REUTERS	2013-03-20 12:05:00+00:00	Social Media Gets Its Own Month; TeleTech Dedicates March to Sharing Social Media Best Practices for Brands<TTEC.O>	http://www.reuters.com/article/2013/03/20/co-teletech-idUSnBw48vKQza+10c+BSW20130320
MB160	REUTERS	2013-02-19 16:35:48+00:00	Brandchats.com to Host Strategies in Social Business Webinar Series with Pioneers in Social Media Strategies	http://www.reuters.com/article/2013/02/19/brandchatscom-hosts-idUSnPnNE62150+160+PRN20130219
MB160	REUTERS	2013-02-22 18:15:00+00:00	Participant Media Locks Down Social Action Campaign for Snitch on Mandatory Minimum Drug Sentencing and Fair Sentencing of Youth	http://www.reuters.com/article/2013/02/22/ca-participant-media-idUSnBw5wVsWwa+114+BSW20130222
MB160	REUTERS	2013-03-08 21:05:00+00:00	Go Social: Got the Tux, but Can You Dance?<TTEC.O>	http://www.reuters.com/article/2013/03/08/co-teletech-idUSnBwdxLyMa+8a+BSW20130308
MB161	BBC	2013-02-05 01:05:56+00:00	Edinburgh scientists use 3D printing to produce stem cells	http://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-21328109
MB161	BBC	2013-02-01 12:21:28+00:00	3D printed moon building designs revealed	http://www.bbc.co.uk/news/technology-21293258
PARSE_ERROR	BBC	BBC Two - Beneath the Lab Coat, Episode 2, Using 3D printing in ...	http://www.bbc.co.uk/programmes/p015g8rw
PARSE_ERROR	BBC	BBC - KS3 Physics - Using 3D printing in the fashion industry	http://www.bbc.co.uk/education/clips/z9t87ty
MB161	REUTERS	2013-03-06 20:23:57+00:00	Rethinking objects and form are key to 3D printing revolution	http://www.reuters.com/article/2013/03/06/us-3d-printing-idUSBRE9250OR20130306
MB161	BBC	2013-03-02 06:02:51+00:00	Gun parts made on 3D printer	http://www.bbc.co.uk/news/world-us-canada-21639015
MB161	BBC	2013-02-11 09:50:48+00:00	3D printing: A new dimension to faking it	http://www.bbc.com/future/story/20130208-a-new-dimension-to-faking-it
MB161	REUTERS	2013-02-15 01:21:21+00:00	Influential short-seller warns of bubble in 3D printers	http://www.reuters.com/article/2013/02/15/us-3dprinters-stocks-idUSBRE91E01S20130215
MB161	BBC	2013-03-12 17:04:12+00:00	3D printing is a 'shape changer' for jewellery industry	http://www.bbc.co.uk/news/technology-21574144
MB161	BBC	2013-03-12 17:04:12+00:00	3D printing is a 'shape changer' for jewellery industry	http://www.bbc.com/news/technology-21574144
MB164	BBC	2013-02-05 14:40:23+00:00	Skier Vonn sidelined after crash	http://www.bbc.co.uk/sport/0/winter-sports/21342202
MB164	BBC	2013-02-06 18:46:51+00:00	Lindsey Vonn aims for 2014 Winter Olympics return ...	http://www.bbc.co.uk/sport/0/winter-sports/21360441
MB164	BBC	2013-03-14 13:45:12+00:00	Lindsey Vonn wins record sixth downhill title despite injury	http://www.bbc.co.uk/sport/0/winter-sports/21788956
MB164	USATODAY	2013-02-06 13:36:55+00:00	Lindsey Vonn heading home, surgery expected next week	http://www.usatoday.com/story/sports/olympics/2013/02/06/lindsey-vonn-surgery-going-home-broken-leg-torn-knee-ligaments-us-skier/1895331/
MB164	USATODAY	2013-02-10 16:59:15+00:00	Americans struggle in downhill without Lindsey Vonn	http://www.usatoday.com/story/sports/olympics/2013/02/10/americans-struggle-without-lindsey-vonn-downhill/1906657/
MB166	REUTERS	2013-02-26 16:35:29+00:00	Maryland Live! Casino Is On A Roll!	http://www.reuters.com/article/2013/02/26/md-casino-table-games-idUSnPnPH66720+160+PRN20130226
MB166	REUTERS	2013-03-21 20:02:16+00:00	Maryland Live! Casino Generates Top Slot Revenue In Mid-Atlantic Gaming Market	http://www.reuters.com/article/2013/03/21/md-livecasino-revenu-idUSnPnPH81672+160+PRN20130321
MB167	USATODAY	2013-03-14 23:17:35+00:00	Ask Matt: Which stocks will sequestration hurt?	http://www.usatoday.com/story/money/columnist/krantz/2013/03/14/sequestration-stocks-defense-hurt/1963189/
MB167	USATODAY	2013-02-21 16:21:39+00:00	National Parks could be hard hit by sequestration cuts	http://www.usatoday.com/story/news/nation/2013/02/21/sequestration-national-parks/1935679/
MB167	USATODAY	2013-03-07 00:40:01+00:00	Sequestration complicates college aid notices	http://www.usatoday.com/story/news/nation/2013/03/06/sequestration-complicate-college-aid-notices/1969329/
MB167	USATODAY	2013-03-01 01:35:10+00:00	Sequestration will restore balance: Opposing view	http://www.usatoday.com/story/opinion/2013/02/28/sequestration-americans-for-prosperity/1955271/
MB167	USATODAY	2013-02-28 21:40:10+00:00	The hidden costs of sequestration: Save now, spend later	http://www.usatoday.com/story/news/politics/2013/02/28/hidden-costs-of-sequestration/1951759/
MB167	USATODAY	2013-02-21 23:07:03+00:00	Education Secretary decries sequestration	http://www.usatoday.com/story/news/nation/2013/02/21/education-secretary-arne-duncan-sequestration/1935697/
MB167	USATODAY	2013-02-25 16:52:38+00:00	Obama enlists governors' help on sequestration fix	http://www.usatoday.com/story/news/politics/2013/02/25/obama-biden-national-governors-association-sequester/1946023/
MB167	USATODAY	2013-03-13 22:27:24+00:00	FEMA: Sequestration won't affect payouts to Sandy victims	http://www.usatoday.com/story/news/nation/2013/03/13/fema-sandy-budget-sequestration-fugate/1985913/
MB167	USATODAY	2013-02-25 01:00:08+00:00	White House details sequestration cuts by state	http://www.usatoday.com/story/news/politics/2013/02/24/obama-sequester-state-by-state-mccain-pfeiffer/1943173/
MB167	USATODAY	2013-02-26 04:04:25+00:00	Science faces sequestration cuts	http://www.usatoday.com/story/tech/sciencefair/2013/02/25/budget-nih-collins/1947277/
MB168	AP	2013-03-05 05:00:00+00:00	Chavez death: Venezuelans in US hopeful of change	http://bigstory.ap.org/article/chavez-death-venezuelans-us-hopeful-change
MB168	AP	2013-03-07 05:00:00+00:00	Chavez's try to be savior of poor floundered in US	http://bigstory.ap.org/article/chavezs-try-be-savior-poor-floundered-us
MB168	AP	2013-03-06 05:00:00+00:00	Chavez death: Venezuelans in US hopeful of change	http://bigstory.ap.org/article/chavez-death-venezuelans-us-hopeful-change-0
MB168	AP	2013-03-05 05:00:00+00:00	Obama on Chavez: US supports Venezuelan people	http://bigstory.ap.org/article/obama-chavez-us-supports-venezuelan-people
MB168	REUTERS	2013-03-06 09:32:07+00:00	Iran declares day of mourning for anti-U.S. ally Chavez	http://www.reuters.com/article/2013/03/06/us-venezuela-chavez-iran-idUSBRE9250CQ20130306
MB168	AP	2013-03-13 04:00:00+00:00	Chavez death: Venezuelans in US ready for election	http://bigstory.ap.org/article/venezuelans-vow-travel-new-orleans-vote
MB168	BBC	2013-03-11 22:23:18+00:00	Venezuela diplomats expelled by US in tit-for-tat row	http://www.bbc.co.uk/news/world-latin-america-21749250
MB168	REUTERS	2013-03-17 18:38:36+00:00	Venezuela's Maduro accuses U.S. of plot to kill rival	http://www.reuters.com/article/2013/03/17/us-venezuela-election-idUSBRE92G0AR20130317
MB168	AP	2013-03-07 05:00:00+00:00	Oil price rises as US economy seen strengthening	http://bigstory.ap.org/article/oil-down-growing-crude-supplies
MB168	REUTERS	2013-03-14 16:05:25+00:00	Former U.S. officials deny Venezuelan leader's plot accusations	http://www.reuters.com/article/2013/03/14/us-venezuela-election-americans-idUSBRE92D0T720130314
MB170	BBC	2013-02-20 00:35:21+00:00	Tony Mendez, the real CIA spy in Argo	http://www.bbc.co.uk/news/magazine-21504409
MB170	PARSE_ERROR	USATODAY	Tony Mendez - Tag Story Index - USATODAY.com	http://content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Tony%20Mendez
MB173	REUTERS	2013-02-27 21:19:13+00:00	Niacin-statin combo tied to skin, muscle side effects	http://www.reuters.com/article/2013/02/27/us-niacin-statin-idUSBRE91Q18620130227
MB173	REUTERS	2013-02-27 23:44:37+00:00	Niacin-statin combination tied to skin, muscle side effects	http://www.reuters.com/article/2013/02/27/merck-cholesterol-idUSL1N0BREGB20130227
PARSE_ERROR	BBC	BBC Radio Wales - Louise Elliott - Louise's Book Club	http://www.bbc.co.uk/programmes/articles/1c8RKWKdktM5Ycq6G724Ltn/louises-book-club
MB176	USATODAY	2013-02-13 18:14:37+00:00	Book Buzz: John Green to participate in Google+ Hangout with ...	http://www.usatoday.com/story/life/books/2013/02/13/book-buzz/1916495/
PARSE_ERROR	BBC	BBC Radio 4 - Ramblings, Series 23, The Walking Book Group	http://www.bbc.co.uk/programmes/b01qfj3g
MB176	PARSE_ERROR	USATODAY	Coolidge by Amity Shlaes: Book Review - USATODAY.com	http://books.usatoday.com/book/shlaes-coolidge-biography-revisits-the-%E2%80%98silent%E2%80%98-president/r850412
MB176	REUTERS	2013-02-27 13:30:01+00:00	Book the Trip of a Lifetime at AAA`s 10th Annual Travel Marketplace	http://www.reuters.com/article/2013/02/27/ri-aaa-southern-ne-idUSnBwbb6mkka+100+BSW20130227
MB176	PARSE_ERROR	USATODAY	Mary Coin by Marisa Silver: Book Review - USATODAY.com	http://books.usatoday.com/book/dorothea-langes-iconic-photograph-inspires-a-skillful-novel/r850653
MB176	USATODAY	2013-02-01 18:51:52+00:00	Terry Francona still going by the book	http://www.usatoday.com/story/sports/mlb/2013/02/01/terry--francona-red-sox-cleveland-indians-major-league-baseball/1881379/
MB176	PARSE_ERROR	USATODAY	After Visiting Friends: A Son's Story by Michael Hainey: Book ...	http://books.usatoday.com/book/%E2%80%98after-visiting-friends-chases-down-a-real-life-mystery/r850436
MB176	BBC	2013-02-15 01:09:05+00:00	Azeri writer Akram Aylisli hounded for 'pro-Armenian' book	http://www.bbc.com/news/world-europe-21459091
